path,verdict
/home/jupyter/mnt/datasets/pictures/pic_809129.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_956259.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_317838.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_565499.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_211121.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_331958.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_1006386.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_311585.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_511712.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_329072.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_1115931.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_517677.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_864555.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_75026.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_686649.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_1109475.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_799059.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_1109677.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_336249.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_706357.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_513975.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_869268.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_260870.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_46996.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_645473.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_375473.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_1084797.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_932114.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_414209.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_251378.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_808877.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_52764.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_122344.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_111652.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_420541.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_334609.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_80576.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_696291.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_21714.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_8307.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_874439.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_737611.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_453161.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_619718.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_420998.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_124828.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_30274.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_355854.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_118498.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_1019590.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_348887.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_956535.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_519906.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_202251.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_326129.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_946536.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_563768.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_873943.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_802902.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_1052150.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_369843.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_924044.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_63668.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_782631.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_1116967.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_751271.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_622584.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_602304.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_959014.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_434406.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_39217.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_379655.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_1030573.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_991901.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_1122517.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_199872.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_71286.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_44950.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_354557.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_844701.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_1092043.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_955833.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_972219.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_382769.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_255830.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_487409.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_119436.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_1116099.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_1021910.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_831316.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_85022.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_642444.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_423757.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_916542.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_583670.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_222979.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_964671.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_619955.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_515227.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_626170.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_402480.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_501492.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_874724.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_811149.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_316269.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_252695.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_472639.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_911783.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_897396.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_1118970.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_634041.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_838170.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_478132.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_282024.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_123106.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_141937.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_594579.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_933755.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_60561.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_917463.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_434138.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_211362.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_108856.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_1000535.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_1091136.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_1055246.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_463244.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_353910.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_982927.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_1045659.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_550242.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_416473.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_520483.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_897912.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_800722.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_276501.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_384529.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_1000911.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_1615.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_495951.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_756879.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_243988.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_40302.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_1010974.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_480952.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_689841.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_555731.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_926859.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_934734.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_3638.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_319939.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_657001.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_174896.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_143216.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_949750.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_152728.jpg,other_infographics
/home/jupyter/mnt/datasets/pictures/pic_295605.jpg,other_infographics
